,url,SalePrice,Address,Neighborhood,Type,YearBlt,LotSize,LotSize_2,bedrooms,bathrooms,full_brs,1/2_brs,kitchen_level,kitchen_area,kitchen_misc,family_desc,family_level,family_area,famly_misc,dining_desc,dining_level,dining_area,dining_misc,living_desc,living_level,basement_area,basement_qual,flooring_desc,heat_desc,cooling_desc,appliances,interior_desc,interior_door
0,https://www.zillow.com/homedetails/5414-S-Wood-St-Chicago-IL-60609/2137158485_zpid/,"239,500","5414 S Wood St,"," Chicago, IL 60609",Multi Family,1910,,--, 6, 2, 2,,,,,,,,,,,,,,,," Full,Unfinished",," Natural Gas, Forced Air",,,,
1,https://www.zillow.com/homedetails/655-W-Irving-Park-Rd-APT-5308-Chicago-IL-60613/65561300_zpid/,"199,900","655 W Irving Park Rd APT 5308,"," Chicago, IL 60613",Condominium,1973,,800, 1, 1, 1,, Main, 63 ,,,,,," Windows(None),Flooring(Hardwood)", Main, 240 , Combined w/ LivRm, Flooring(Hardwood), Main,, None, Hardwood, Forced Air," Central Air, Zoned"," Range, Dishwasher, Refrigerator",,
2,https://www.zillow.com/homedetails/5414-S-Wood-St-Chicago-IL-60609/2137158485_zpid/,"239,500","5414 S Wood St,"," Chicago, IL 60609",Multi Family,1910,,--, 6, 2, 2,,,,,,,,,,,,,,,," Full,Unfinished",," Natural Gas, Forced Air",,,,
3,https://www.zillow.com/homedetails/655-W-Irving-Park-Rd-APT-5308-Chicago-IL-60613/65561300_zpid/,"199,900","655 W Irving Park Rd APT 5308,"," Chicago, IL 60613",Condominium,1973,,800, 1, 1, 1,, Main, 63 ,,,,,," Windows(None),Flooring(Hardwood)", Main, 240 , Combined w/ LivRm, Flooring(Hardwood), Main,, None, Hardwood, Forced Air," Central Air, Zoned"," Range, Dishwasher, Refrigerator",,
4,https://www.zillow.com/homedetails/1368-N-Geneva-Dr-UNIT-2A-Palatine-IL-60074/80818123_zpid/,"105,000","1368 N Geneva Dr UNIT 2A,"," Palatine, IL 60074",Condominium,1990,,--, 2, 1, 1,, Second, 96 ," Eating Area-Breakfast Bar, Eating Area-Table Space",,,,," Windows(None),Flooring(Carpet)", Second, 216 , Separate," Windows(All),Flooring(Carpet)", Second,, None,, Electric, 2 (Window/Wall Unit)," Range, Dishwasher, Refrigerator", Storage,
5,https://www.zillow.com/homedetails/5757-N-Sheridan-Rd-APT-7A-Chicago-IL-60660/3694680_zpid/,"325,000","5757 N Sheridan Rd APT 7A,"," Chicago, IL 60660",Condominium,1968,,"1,500", 3, 2, 2,, Main, 198 , Eating Area-Breakfast Bar,,,,, Flooring(Other), Main, 221 , Combined w/ LivRm, Flooring(Other), Main,, None, Wood Laminate Floors," Natural Gas, Radiators", 3+ (Window/Wall Unit)," Range, Microwave, Dishwasher, Refrigerator, Stainless Steel Appliance(s), Wine Refrigerator"," Elevator, Storage, Lobby",
6,https://www.zillow.com/homedetails/3413-W-123rd-Pl-Alsip-IL-60803/4102388_zpid/,"204,900","3413 W 123rd Pl,"," Alsip, IL 60803",Single Family Residence,1967,"6,011 sqft","1,166", 3, 1, 1,, Main, 190 , Eating Area-Table Space,,,,,,, 285 ,, Flooring(Carpet), Main,," Full,Finished",," Natural Gas, Forced Air", Central Air," Range, Dishwasher, Refrigerator",,
7,https://www.zillow.com/homedetails/16019-Laurel-Dr-Orland-Park-IL-60462/4193051_zpid/,"229,900","16019 Laurel Dr,"," Orland Park, IL 60462",Townhouse,1995,No Data,"1,496", 2, 2, 1, 1, Main, 153 ," Galley, Pantry-Closet", Flooring(Other), Basement, 400 ,," Windows(All),Flooring(Hardwood)", Main, 234 ,," Windows(All),Flooring(Hardwood)", Main,," Full,Finished"," Hardwood, Wood Laminate Floors"," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer"," Vaulted/Cathedral Ceilings, Walk-In Closet(s)",
8,https://www.zillow.com/homedetails/10321-S-Green-Bay-Ave-Chicago-IL-60617/4169097_zpid/,"160,000","10321 S Green Bay Ave,"," Chicago, IL 60617",Single Family Residence,1971,"3,136 sqft","1,040", 3, 1, 1,, Main, 81 ,,, Basement, 300 ,,, Main, 96 ,,, Main,," Full,Partially Finished",," Natural Gas, Forced Air", Central Air,,,
9,https://www.zillow.com/homedetails/1224-W-Van-Buren-St-APT-806-Chicago-IL-60607/2132155803_zpid/,"299,900","1224 W Van Buren St APT 806,"," Chicago, IL 60607",Condominium,1946,,"1,048", 2, 2, 1, 1, Main, 81 ,,,,,, Flooring(Hardwood), Main, 228 ,,, Main,, None,, Natural Gas, Central Air,,,
10,https://www.zillow.com/homedetails/2929-N-Lincoln-Ave-APT-3-Chicago-IL-60657/87691844_zpid/,"568,000","2929 N Lincoln Ave APT 3,"," Chicago, IL 60657",Condominium,2006,,"1,561", 3, 2, 2,, Main, 160 ," Eating Area-Breakfast Bar, Pantry-Closet",,,,," Windows(Curtains/Drapes),Flooring(Hardwood)", Main, 252 , Combined w/ LivRm," Windows(Curtains/Drapes),Flooring(Hardwood)", Main,, None, Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s), Gas Cooktop, Humidifier"," Walk-In Closet(s), 9' Ceiling",
11,https://www.zillow.com/homedetails/5300-S-Shore-Dr-APT-21-Chicago-IL-60615/2070488904_zpid/,"389,000","5300 S Shore Dr APT 21,"," Chicago, IL 60615",Condominium,1920,,"3,500", 4, 3, 3,, Main, 132 ,,,,,, Flooring(Hardwood), Main, 300 ,, Flooring(Hardwood), Main,, None,, Natural Gas, 3+ (Window/Wall Unit),,,
12,https://www.zillow.com/homedetails/26-E-14th-Pl-APT-5W-Chicago-IL-60605/2091877713_zpid/,"670,000","26 E 14th Pl APT 5W,"," Chicago, IL 60605",Townhouse,2004,No Data,"2,700", 3, 4, 3, 1, Second, 120 ," Custom Cabinetry, Updated Kitchen"," Windows(Curtains/Drapes),Flooring(Hardwood)", Third, 204 ,, Flooring(Hardwood), Second, 238 ," Separate, Kitchen/Dining Combo", Flooring(Hardwood), Second,, None, Hardwood," Natural Gas, Zoned"," Central Air, Zoned, Dual"," Range, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer, Disposal, Range Hood, Gas Cooktop, Gas Oven, Humidifier", Vaulted/Cathedral Ceilings," Lever Style Door Handles, Pocket Door(s)"
13,https://www.zillow.com/homedetails/26-E-14th-Pl-APT-5W-Chicago-IL-60605/2091877713_zpid/,"670,000","26 E 14th Pl APT 5W,"," Chicago, IL 60605",Townhouse,2004,No Data,"2,700", 3, 4, 3, 1, Second, 120 ," Custom Cabinetry, Updated Kitchen"," Windows(Curtains/Drapes),Flooring(Hardwood)", Third, 204 ,, Flooring(Hardwood), Second, 238 ," Separate, Kitchen/Dining Combo", Flooring(Hardwood), Second,, None, Hardwood," Natural Gas, Zoned"," Central Air, Zoned, Dual"," Range, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer, Disposal, Range Hood, Gas Cooktop, Gas Oven, Humidifier", Vaulted/Cathedral Ceilings," Lever Style Door Handles, Pocket Door(s)"
14,https://www.zillow.com/homedetails/2700-W-Armitage-Ave-Chicago-IL-60647/2070202392_zpid/,"437,000","2700 W Armitage Ave,"," Chicago, IL 60647",Multi Family,1891,,--, 4, 2, 2,,,,,,,,,,,,,,,," Full,Partially Finished",, Natural Gas,,,,
15,https://www.zillow.com/homedetails/Chicago-IL-60621/4007013_zpid/,"149,900","(Undisclosed Address),"," Chicago, IL 60621",Single Family Residence,1958,"3,005 sqft","1,091", 3, 1, 1,, Main, 120 ,,,,,,,, 208 ,,, Main,, None,," Natural Gas, Forced Air", Central Air,,,
16,https://www.zillow.com/homedetails/5920-S-Artesian-Ave-Chicago-IL-60629/3933254_zpid/,"339,500","5920 S Artesian Ave,"," Chicago, IL 60629",Single Family Residence,1920,"3,746 sqft","2,100", 4, 3, 2, 1, Main, 143 ," Eating Area-Breakfast Bar, Pantry-Closet, Updated Kitchen", Flooring(Carpet), Basement, 168 ,," Windows(Blinds),Flooring(Wood Laminate)", Main, 187 , Kitchen/Dining Combo," Windows(Blinds,Some Stained Glass),Flooring(Wood Laminate)", Main,," Full,Walkout,Finished,Rec/Family Area,Sleeping Area"," Wood Laminate Floors, Some Carpeting, Some Wood Floors, Some Wall-To-Wall Cp"," Natural Gas, Forced Air, Baseboard", Central Air," Double Oven, Dishwasher, Refrigerator, Stainless Steel Appliance(s), Range Hood, Gas Oven, Humidifier"," In-Law Floorplan, Walk-In Closet(s), 9' Ceiling, Open Floorplan, Dining Combo",
17,https://www.zillow.com/homedetails/545-S-River-Rd-APT-702-Des-Plaines-IL-60016/2070202528_zpid/,"250,000","545 S River Rd APT 702,"," Des Plaines, IL 60016",Condominium,1989,,"1,977", 3, 3, 3,, Main, 117 ," Breakfast Room, Granite Counters",,,,, Flooring(Carpet), Main, 285 , Combined w/ LivRm, Flooring(Carpet), Main,, None,," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Gas Oven"," Elevator, Storage, Lobby",
18,https://www.zillow.com/homedetails/3406-W-Franklin-Blvd-Chicago-IL-60624/3810458_zpid/,"250,000","3406 W Franklin Blvd,"," Chicago, IL 60624",Single Family Residence,1911,"3,750 sqft","3,750", 3, 3, 2, 1, Main, 144 ,,, Main, 120 ,,, Main, 240 ,,, Main,," Full,Unfinished",," Natural Gas, Forced Air", None,,,
19,https://www.zillow.com/homedetails/1327-W-Lunt-Ave-APT-1B-Chicago-IL-60626/3573692_zpid/,"249,000","1327 W Lunt Ave APT 1B,"," Chicago, IL 60626",Condominium,1920,,"1,200", 2, 2, 2,, Main, 112 ," Eating Area-Breakfast Bar, Galley, Granite Counters",,,,, Flooring(Hardwood), Main, 234 , Separate, Flooring(Hardwood), Main,, None, Hardwood, Steam, 2 (Window/Wall Unit)," Range, Microwave, Dishwasher, Refrigerator, Stainless Steel Appliance(s), Range Hood"," Built-in Features, 9' Ceiling, Granite Counters, Health Facilities, Separate Dining Room",
20,https://www.zillow.com/homedetails/1522-S-Princeton-Ave-Arlington-Heights-IL-60005/3445012_zpid/,"479,900","1522 S Princeton Ave,"," Arlington Heights, IL 60005",Single Family Residence,1970,"9,975 sqft","2,762", 4, 3, 2, 1, Main, 100 ," Eating Area-Table Space, Pantry-Closet", Flooring(Carpet), Main, 240 ,, Flooring(Hardwood), Main, 252 , Separate, Flooring(Hardwood), Main,," Full,Finished", Hardwood, Natural Gas, Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s), Cooktop",,
21,https://www.zillow.com/homedetails/7133-W-Wright-Ter-Niles-IL-60714/3530329_zpid/,"459,900","7133 W Wright Ter,"," Niles, IL 60714",Single Family Residence,1959,"6,359 sqft","1,126", 3, 2, 2,, Main, 180 , Eating Area-Table Space," Windows(None),Flooring(Wood Laminate)", Basement, 506 ,," Windows(None),Flooring(Hardwood)", Main, 192 , Combined w/ LivRm," Windows(None),Flooring(Hardwood)", Main,," Full,Finished",, Natural Gas, Central Air," Refrigerator, Washer, Dryer, Cooktop, Built-In Oven",,
22,https://www.zillow.com/homedetails/3540-N-Octavia-Ave-Chicago-IL-60634/3599524_zpid/,"299,000","3540 N Octavia Ave,"," Chicago, IL 60634",Single Family Residence,1929,"3,789 sqft","1,100", 6, 2, 2,, Main, 216 ,,, Basement, 240 ,,, Main, 240 ,,, Main,," Full,Finished",, Natural Gas, Central Air,,,
23,https://www.zillow.com/homedetails/3540-N-Octavia-Ave-Chicago-IL-60634/3599524_zpid/,"299,000","3540 N Octavia Ave,"," Chicago, IL 60634",Single Family Residence,1929,"3,789 sqft","1,100", 6, 2, 2,, Main, 216 ,,, Basement, 240 ,,, Main, 240 ,,, Main,," Full,Finished",, Natural Gas, Central Air,,,
24,https://www.zillow.com/homedetails/170-N-Northwest-Hwy-APT-306-Park-Ridge-IL-60068/89945735_zpid/,"355,000","170 N Northwest Hwy APT 306,"," Park Ridge, IL 60068",Condominium,2006,,"1,100", 2, 2, 2,, Main, 120 , Eating Area-Breakfast Bar,,,,," Windows(All),Flooring(Hardwood)", Main, 270 , Combined w/ LivRm, Flooring(Hardwood), Main,, None, Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal"," Vaulted/Cathedral Ceilings, Elevator, Storage, Lobby, Shops",
25,https://www.zillow.com/homedetails/170-N-Northwest-Hwy-APT-306-Park-Ridge-IL-60068/89945735_zpid/,"355,000","170 N Northwest Hwy APT 306,"," Park Ridge, IL 60068",Condominium,2006,,"1,100", 2, 2, 2,, Main, 120 , Eating Area-Breakfast Bar,,,,," Windows(All),Flooring(Hardwood)", Main, 270 , Combined w/ LivRm, Flooring(Hardwood), Main,, None, Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal"," Vaulted/Cathedral Ceilings, Elevator, Storage, Lobby, Shops",
26,https://www.zillow.com/homedetails/1740-N-Maplewood-Ave-APT-405-Chicago-IL-60647/63693621_zpid/,"399,900","1740 N Maplewood Ave APT 405,"," Chicago, IL 60647",Condominium,No Data,,"1,102", 2, 2, 2,, Main, 99 , Island,,,,, Flooring(Hardwood), Main, 238 , Combined w/ LivRm, Flooring(Hardwood), Main,, None, Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,
27,https://www.zillow.com/homedetails/5303-N-Oconto-Ave-Chicago-IL-60656/3584650_zpid/,"425,000","5303 N Oconto Ave,"," Chicago, IL 60656",Multi Family,1947,,"2,000", 4, 3, 2, 1, Main, 260 ," Eating Area-Breakfast Bar, Eating Area-Table Space", Flooring(Hardwood), Main, 260 ,,, Main, 480 , Combined w/ LivRm, Flooring(Hardwood), Main,," Full,Partially Finished,Concrete Block,Storage Space", Hardwood, Natural Gas, Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s)"," Open Floorplan, Dining Combo",
28,https://www.zillow.com/homedetails/1425-E-69th-Pl-Chicago-IL-60637/2137931097_zpid/,"305,000","1425 E 69th Pl,"," Chicago, IL 60637",Multi Family,1908,,--, 7, 3, 3,,,,,,,,,,,,,,,," Full,Finished",, Natural Gas,,,,
29,https://www.zillow.com/homedetails/13112-S-Muskegon-Ave-Chicago-IL-60633/4174915_zpid/,"299,900","13112 S Muskegon Ave,"," Chicago, IL 60633",Single Family Residence,1942,No Data,"1,300", 4, 2, 2,, Main, 192 ,,,,,,,, 195 ,, Flooring(Hardwood), Main,," Full,Partially Finished",," Natural Gas, Forced Air", Central Air," Range, Dishwasher, Refrigerator, Washer, Dryer",,
30,https://www.zillow.com/homedetails/635-Perrie-Dr-APT-307-Elk-Grove-Village-IL-60007/89898201_zpid/,"240,000","635 Perrie Dr APT 307,"," Elk Grove Village, IL 60007",Condominium,2006,,"1,420", 2, 2, 2,, Main, 130 ," Eating Area-Breakfast Bar, Eating Area-Table Space",,,,, Flooring(Hardwood), Main, 196 , Combined w/ LivRm, Flooring(Hardwood), Main,, None," Hardwood, Heated"," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal"," Elevator, Storage",
31,https://www.zillow.com/homedetails/832-E-89th-St-Chicago-IL-60619/4113595_zpid/,"150,000","832 E 89th St,"," Chicago, IL 60619",Single Family Residence,1964,"5,009 sqft","1,200", 3, 2, 1, 1, Main, 280 ,,,,,,, Main, 336 ,,, Main,," Full,Finished",, Natural Gas, Central Air,,,
32,https://www.zillow.com/homedetails/906-W-Alleghany-Dr-APT-1C-Arlington-Heights-IL-60004/70452306_zpid/,"123,900","906 W Alleghany Dr APT 1C,"," Arlington Heights, IL 60004",Condominium,1973,,--, 1, 1, 1,, Main, 80 ,,,,,, Flooring(Wood Laminate), Main, 234 ,, Flooring(Wood Laminate), Main,, None, Wood Laminate Floors, Baseboard, 2 (Window/Wall Unit),," 1st Floor Bedroom, Storage",
33,https://www.zillow.com/homedetails/1919-W-Crystal-St-APT-201-Chicago-IL-60622/113956800_zpid/,"720,000","1919 W Crystal St APT 201,"," Chicago, IL 60622",Condominium,2009,,"1,725", 2, 2, 2,, Main, 140 , Island,,,,, Flooring(Hardwood), Main, 378 , Combined w/ LivRm, Flooring(Hardwood), Main,, None, Hardwood," Natural Gas, Forced Air", Central Air," Range, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal"," Vaulted/Cathedral Ceilings, 1st Floor Full Bath, Walk-In Closet(s)",
